1,강남구,5976
2,송파구,4931
3,관악구,4564
4,서초구,3761
5,강서구,3713
6,동작구,3567
7,은평구,3544
8,영등포구,3525
9,노원구,3329
10,중랑구,3210
11,성북구,3132
12,강동구,3099
13,마포구,3076
14,구로구,2973
15,양천구,2818
16,광진구,2762
17,동대문구,2733
18,용산구,2371
19,성동구,2365
20,서대문구,2250
21,도봉구,2159
22,강북구,2144
23,금천구,1598
24,종로구,1280
25,중구,1260
